Compound_ID,atom_index_0based,atom_index_1based,element,Mulliken_charge,Loewdin_charge,is_heavy_atom,sp_output,opt_xyz
CMR_GOLD_058,0,1,O,-0.236248,-0.214048,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
CMR_GOLD_058,1,2,C,0.227741,0.102856,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
CMR_GOLD_058,2,3,C,-0.052204,-0.116746,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
CMR_GOLD_058,3,4,C,0.01298,0.028273,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
CMR_GOLD_058,4,5,C,-0.12495,-0.09148,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
CMR_GOLD_058,5,6,C,0.190451,0.039964,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
CMR_GOLD_058,6,7,C,-0.152484,-0.228237,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
CMR_GOLD_058,7,8,C,0.027583,-0.029223,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
CMR_GOLD_058,8,9,C,-0.033704,-0.080577,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
CMR_GOLD_058,9,10,C,-0.060055,-0.14165,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
CMR_GOLD_058,10,11,C,0.128083,-0.094083,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
CMR_GOLD_058,11,12,C,-0.060984,-0.007175,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
CMR_GOLD_058,12,13,C,-0.071001,-0.072681,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
CMR_GOLD_058,13,14,C,0.18513,0.037656,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
CMR_GOLD_058,14,15,N,-0.273216,-0.030632,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\output\CMR_GOLD_058_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_058\geometry\CMR_GOLD_058_opt.xyz
