Compound_ID,atom_index_0based,atom_index_1based,element,Mulliken_charge,Loewdin_charge,is_heavy_atom,sp_output,opt_xyz
CMR_GOLD_020,0,1,O,-0.234193,-0.209664,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\output\CMR_GOLD_020_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\geometry\CMR_GOLD_020_opt.xyz
CMR_GOLD_020,1,2,C,0.211253,0.100282,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\output\CMR_GOLD_020_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\geometry\CMR_GOLD_020_opt.xyz
CMR_GOLD_020,2,3,O,-0.232439,-0.027788,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\output\CMR_GOLD_020_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\geometry\CMR_GOLD_020_opt.xyz
CMR_GOLD_020,3,4,C,0.136485,0.077489,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\output\CMR_GOLD_020_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\geometry\CMR_GOLD_020_opt.xyz
CMR_GOLD_020,4,5,C,0.067784,-0.059148,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\output\CMR_GOLD_020_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\geometry\CMR_GOLD_020_opt.xyz
CMR_GOLD_020,5,6,C,0.079291,-0.006141,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\output\CMR_GOLD_020_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\geometry\CMR_GOLD_020_opt.xyz
CMR_GOLD_020,6,7,C,0.054222,-0.029011,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\output\CMR_GOLD_020_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\geometry\CMR_GOLD_020_opt.xyz
CMR_GOLD_020,7,8,C,-0.0312,-0.011116,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\output\CMR_GOLD_020_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\geometry\CMR_GOLD_020_opt.xyz
CMR_GOLD_020,8,9,C,0.015572,-0.028439,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\output\CMR_GOLD_020_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\geometry\CMR_GOLD_020_opt.xyz
CMR_GOLD_020,9,10,C,0.018857,-0.016414,True,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\output\CMR_GOLD_020_sp.out,D:\Makaleler\coumarin-logp-working-source\dft\molecules\CMR_GOLD_020\geometry\CMR_GOLD_020_opt.xyz
