output_file,terminated_normally,final_energy_Eh,HOMO_orbital,HOMO_eV,LUMO_orbital,LUMO_eV,Gap_eV
dft\molecules\CMR_GOLD_092\output\CMR_GOLD_092_sp.out,True,-1394.510711680293,108,-5.9005,109,-1.9588,3.9417
